,monday_tweets,friday_tweets,april_tweets
257,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"RT @DNPthree: Like this tweet for $100 - winner chosen in 70 minutes at start of stream.

Stream starts at 9:00PM EST. 

Happy Friday","RT @_rallycap: November: I miss baseball
December: I miss baseball
January: I miss baseball
February: I miss baseball
March: I miss basebal…"
258,"RT @TrackingCovid: Monday- Call about SB187, SB320
Tuesday- Keep calling- The Senate Commerce and Labor Committee meets at 1pm to vote on S…",RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @CozbiHandmade &amp; retweet by 6pm 4/3 for a chance to win #MeandMama 💛🥰💛🥰💛🥰💛🥰💛🥰💛🥰💛🥰…,"RT @salakrival: ✨TGID: THANK GOD IT’S DOYOUNG DAY✨

📆 Friday, 2 April 2021
🐰 Theme: Doyoung &amp; Gongmyung

KIM BROS😼👏

#NCT도영 #DOYOUNG #도영 #D…"
259,"RT @sylvaniasquare: It's Monday, you know what that means, it's @fwf_sl Fraktured! On the road again, this time at Sylvania Square at 5PM S…",NYC on the evening of Good Friday #GoodFriday2021 #Easter #NYC #Spring @EmpireStateBldg https://t.co/zgkbhTJlSa,Oh no. I think I accidentally April fooled you OH NO OH NO. I *just* woke up from a nap and meant to be on cam by now 😣 o no
260,NEW TONIGHT: Tennessee's permitless carry handgun bill backed by Gov. Bill Lee passed the House 64-29 on Monday. Ne… https://t.co/uS92HKcYPF,@RingsTheSquad last friday night,"RT @ProjectLincoln: On this April Fools Day, let’s remember what a joke the GOP has become."
261,"@OnlyFansHero Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/ZJhff63Rrh",Freeze out Friday. I’m getting the silent treatment because he got mad that I was startled by him,RT @archivetwilight: happy april fool's day https://t.co/QzfpNKozrI
262,RT @AndreaDesigns1: ANDREA W DESIGNS BLOG: Monday Twitter Tree hosted by Christie Cottage (Ma... https://t.co/yZYQh1vy75 https://t.co/ny4wM…,I went from not smoking to smoking 2 ounces in a week. Literally get 2 every Friday 😫,RT @joshsternberg: @nandoodles @Facebook this is an acceptable april fools' gag
263,"RT @JiggyThePoo: WHAT IT DEW! IT'S TIME FOR MONDAY NIGHT VMR! Let's rock and roll baby! Ready to start the week off right!

New Wrestler ✔…",@ChefGruel inspired with all the Friday fish pics. Taste the rainbow! https://t.co/2VLIRjXo6v,"today is April fools, has me thinking about how i was a fool for not messaging you earlier. i don’t have a joke for… https://t.co/SdEQ4SGb1Q"
264,"RT @shen_shiwei: 🇰🇬#Kyrgyzstan on Monday started to inoculate its population with #COVID19 vaccines donated by #China.

Minister of Health…","RT @rachiejoy77: Good Friday 

On a hill far away stood an old rugged cross 
The emblem of suffering and shame 
And I love that old cross w…",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
265,RT @nWo4lifeWCW: 20 years ago today! #WCW Monday #Nitro #SpringBreak https://t.co/YIBxIZvaU8,"In a special Easter message, @WillGraham_4 explained the full meaning behind #GoodFriday—and how the historic day h… https://t.co/5Vl0UjmRyg","RT @AvauKLclm79rDSq: DIMASH BE WITH ME 
DIMASH GOLDEN MV
DIMASH KIELI MEKEN

#DimashBeWithMe
#DimashQudaibergen

On April 2 on the official…"
266,RT @nlopes952: @MDegen55 @iges2u @pocs80 @sadino22 @koshaid1 @piaroos1 @jalberg8 @Star_Medd @debbslovesnate @FabischKerstin @Daniela_Arizon…,"RT @NCAAsoftball: WALK IT OFF! 

A walk-off home run by @aubree_kaelen gives Tulsa the 5-4 win over No. 22 UCF in game one of Friday's doub…",@LilNasX SAY APRIL FOOLS RN
267,"RT @Jerusalem_Post: 🩸 Athletic shoe maker #Nike on Monday sued a New York-based company that produced ""Satan Shoes"" purported to contain a…",Grinding &amp; it's FRIDAY!!! ~~~~~~ 30+ weeb who just can't quit loving video games and anime  https://t.co/gR4Xawzf9h,RT @VivziePop: Fizzy wishes you all a Merry Foolie on this holiday doodily April firsty 🤡 https://t.co/Hcpew4Fx0z
268,"RT @Jerusalem_Post: 🩸 Athletic shoe maker #Nike on Monday sued a New York-based company that produced ""Satan Shoes"" purported to contain a…",@eatinginmycar Better Friday,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
269,RT @Everytown: The horrific mass shootings in Boulder on Monday &amp; in Atlanta last week were two more painful reminders of how desperately o…,What do people do on Friday nights?,"Should we be concerned that April 3rd will be the final countdown?
4.3.21 🙃"
270,"RT @SVT_Fancafe: [#WONWOO🌟Weverse]
210330 -01:04 KST-

➸ It's after/past Monday but everyone you've worked hard today as well.
Everyone hav…","RT @dukewindsor388: Today is Good Friday, and if they arrested Matt Gaetz, it'd be a Great Friday.","RT @NASAJPL: Come fly with us. #MarsHelicopter is preparing to do something that's never been done: controlled, powered flight on another p…"
271,"RT @NYPDHateCrimes: Help identify the below individual wanted in connection to an assault. On Monday, March 29th at 11:40 AM, at 360 West 4…",it’s either people who don’t even see sunlight anymore because they’re so scared or bitches who go to the bars with… https://t.co/3ODfv6qY8R,plot twist greys are using lexie as a april fools joke 🤷🏼‍♀️
272,"RT @ButtercupRoseCo: I am just 3 sales away from my monthly goal 🥰

Any orders place tonight and tomorrow will ship out Monday 💕

https://t…",@WeWatchedAMovie 👍 see you guys In a hour hope you and jay are having a great Friday it’s always good time hangout… https://t.co/vWa0oZInAq,@Nemwolf1 @CedarGoat @Duran__Wolf I forgot it was April Fools!
273,@wonder_winston Sounds like a good Monday.,Maybe bc it’s Good Friday idk,Amateur Radio Newsline Report 2266 for Friday April 2 2021 https://t.co/h0NNw2T21j
274,"RT @DNPthree: Like this tweets for $100 - winner chosen in 60 minutes at start of stream.

Tonight we’re doing giveaways and one lucky view…",RT @LeagueOfLegends: Get your Friday groove on🪐🎶 It's the Space Groove theme song! https://t.co/i8ZB3TeyI6,"RT @TheUndefeated: Happy birthday to activist, musician and poet Gil Scott Heron (April 1, 1949-May 27, 2011).

Take a listen to our cover…"
275,RT @Jermanfugaming: It's time for another #FUnday Monday!  Subathon week is here!  Kicking it off with some @BeAMagicLegend goodness.  Let'…,E be like say this Friday and God of war get am,"The word for April is ... 
*drum roll* 

Drunk."
276,"These last couple Monday’s been pretty smooth, I’m shook","RT @BeautyATTz: Happy Good Friday to all those who are celebrating today, especially those in countries where Christians are targeted and p…",@scramblegambl any minute now... just waiting for the april fools 😆😆
277,"@OnlyfanAj1 Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for $… https://t.co/UHN8HoH2bx","RT @JennaEllisEsq: 🚨NEW: #JustTheTruth podcast

The Truth about Good Friday 🙏

https://t.co/EALaNkYu9q","Enquire Parambir 4 SSR
April fools Joke~ Chalo Ek Suna hi Dete Hain😉
Anti Drugs Campaign ke Brand kuch Brand Ambass… https://t.co/35kMwIKcQe"
278,"RT @telesurenglish: #Assange | Pope Francis sent a personal message to Julian Assange, his partner Stella Moris revealed on Monday, as the…",Fortnite Friday over on the @ArcadeWarrior twitch stream https://t.co/0t43dmsaR3,RT @Unite_NorthWest: “As a result of the failure of the talks Unite will be stepping up its campaign to ensure that @gnwbus drops its plans…
279,"RT @nWo4lifeWCW: 20 years ago today, last #WCW Monday  #Nitro, backstage in Panama City Beach @shanemcmahon @Sting @RealDDP https://t.co/zr…",@Annierenea3 Wooow. That’s how you coming on a Friday luv? Digress,"RT @samaanthaax_: Men deserve the world ♥️

Happy April Fools Everyone"
280,RT @Sat_Oceans: 🤩 A beautiful and inspiring post for this Monday!,RT @YakuzaFriday: Friday at last... https://t.co/pnEWlfrtyu,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
281,RT @1027KIISFM: Happy #KIISMerchMonday 🤩 We are giving you the chance to win a @JacksonWang852 Merch Pack! Celebrating his new single #Leav…,"Good Friday #ADOS  MINDoverMatter  
Our Sons And Daughters! https://t.co/qEwiGYVb3b via @YouTube","RT @Lost_Pause_: Only fooling people on April Fool's day is such a weak mindset

I try and fool every day of the year. Way more fun."
282,RT @MDegen55: @nlopes952 @iges2u @pocs80 @sadino22 @koshaid1 @piaroos1 @jalberg8 @Star_Medd @debbslovesnate @FabischKerstin @Daniela_Arizon…,"RT @RichardGrenell: It’s Friday and hope is lost....

Death seems to have won,
Judas has betrayed Him,
His best friend denied Him,
His moth…",RT @thaboyjozu: It’s April but the only fool is me
283,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"RT @stanworld_twt: Hey guys, are you enjoying your Friday? We are here to bring you Today’s Current Ranking! Through the difficult past day…",@LaurenzSide April fools day can be confusing like that at times even I get confused on April fools
284,"RT @SVT_Fancafe: [#WONWOO🌟Weverse]
210330 -01:04 KST-

➸ It's after/past Monday but everyone you've worked hard today as well.
Everyone hav…",RT @GatorsDaily: ITS FLAT FUCK FRIDAY!!!! https://t.co/t8BE2CGF8F,RT @httphearts: i pray that april will be full of good news &amp; blessings.
285,"RT @BrooklynNets: Monday Night 5️⃣

▪️ @JHarden13 
▪️ @KyrieIrving 
▪️ @BruceBrown11 
▪️ Joe Harris
▪️ @DeAndre 

@newyorklottery | #Brookl…",RT @GatorsDaily: ITS FLAT FUCK FRIDAY!!!! https://t.co/t8BE2CGF8F,@JRKSketch its april fools dumbo
286,"RT @imgrund: MONDAY, MARCH 29th: 1️⃣.1️⃣5️⃣ (Ontario Covid-19 Rt)

⭐️⭐️ VOTE: https://t.co/6rM6Bf5tiu ⭐️⭐️

🇨🇦R VALUES ACROSS CANADA🇨🇦

🚦ON…",It's Friday Again! What are you playing or drinking tonight!,RT @SavageGasp: egirls went gold today &lt;3 (not april fools)
287,"Monday nite #Fortnite #smallyoutuber #SmallStreamersConnect #gaintrain #growth #support #sub4sub #FortnitePrimal

https://t.co/iUPZMAo9xj",TRANSLATION: its flat fuck friday,"RT @DanRather: I was thinking of tweeting today, “See you later, Twitter. I’m out.” for April Fools’ Day, but I didn’t think I’d fool many…"
288,"RT @Text_Request: Hey #veterinarian friends! Feeling that Monday slump from curbside care?
 
We share your COVID fatigue, and we’re here to…",MSCC Good Friday https://t.co/IsrEFq5706,"RT @celesitial: 🎐☁️ april ☁️🎐 

cancer scorpio pisces

this month brings brutal realizations that will lead to growth. you have a hard time…"
289,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",Vaccine scheduled for next Friday for me and the hubby!!! Shoutout to @Linda1Park snd @John1Park for notifying me of the appointments!!,@katelexiidami April 2nd 12am.
290,"@NewsHour 
I notice Thelma and Luise change places as to who is on the left from one monday to the next. They are b… https://t.co/XOqmJ8OeMk","Friday workout done! Warm-up, squat, legs, 4 supports, sit-ups &amp; walking #Livinghealthy #Thewoodworks #Motivation… https://t.co/pbfbY4MF6u",RT @ayodocc: april fools fell off
291,"RT @NYPDTips: WANTED for SEXUAL ASSAULT  : On Monday March 15, 2021 @ 1:15 A.M. in the vicinity of 70th St. and Roosevelt Ave. @nypd108Pct.…","RT @JennaEllisEsq: Amazing day with @realDailyWire! 

Excited to join @MattWalshBlog and @robbystarbuck with @RealCandaceO FRIDAY on her ne…","RT @paramountplus: ♥️ #MarchMadness on Paramount+?

♥️ this tweet to be reminded on April 5th to watch the NCAA® Men’s National Championshi…"
292,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",RT @KB_HGA: Part of the Good Friday story is about how God would rather die than remember your sin anymore.  Thank you for your blood Jesus…,RT @withmerrci: April smells like success.
293,Hello everyone my dog ate my vaccine card how's your monday?,The Friday Recap https://t.co/Ic0qeTGYJB,"RT @ME50097627: @btschartdata ARMY PLEASE WAITTT!!!!!!!!
Reminder to please wait until TONIGHT to start purchasing Film Out track to take a…"
294,Another action packed Sub Monday! That moment a lvl 6 Hatchling that you adopt fat fingers a nade. Huge thanks to… https://t.co/yVT0NmYnyp,"RT @stanworld_twt: Hey guys, are you enjoying your Friday? We are here to bring you Today’s Current Ranking! Through the difficult past day…",RT @ggislost: cc’s april fools jokes so far - an ongoing thread:
295,RT @corbynbesson: so it’s monday again huh. does that mean i have to be productive today,"RT @CamilleKennerly: ☀️“Amazing Grace, how sweet the sound!”☀️ We hope you enjoy our harp &amp; vocal arrangement of one of the most known and…","April fools, might still be a Rockies fan"
296,RT @Jeanna350: Happy Monday! 💚 Be Kind 💚 🤗 https://t.co/xYw5xk12UC,"RT @JustBob10: Sunday to Thursday

I DONT WANT THAT VACCINE IN MY BODY BLAH BLAH BLAH, nobody knows what's in it

Friday and Saturday https…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
297,"RT @nWo4lifeWCW: This picture is new to me. I can't confirm this but it could be from the Final #WCW Monday #Nitro, 20 years ago. @RicFlair…","RT @stanworld_twt: Hey guys, are you enjoying your Friday? We are here to bring you Today’s Current Ranking! Through the difficult past day…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
298,Hey everyone! It's Monday night which means Let's Play Monday! We're gonna start a little early today because I wan… https://t.co/oQuvkODvuX,"RT @briantylercohen: And I, for one, am furious that the day after Friday is being described as “Saturday.”",💥BREAKING💥: The mass eviction of encampment residents planned for April 6th is on hiatus due to a COVID-19 outbreak… https://t.co/4i6pLDzReA
299,RT @nytimes: The U.S. would generate enough clean electricity to power 10 million homes under a plan that the Biden administration announce…,Another Friday! @paulvalach what soup are you having this weekend?,"RT @JW_Cartoonist: This is unfortunately not an April Fools joke.

It appears this series will be following it's own continuity, which does…"
300,RT @themcfiles44: Monday Night Spiritual Smackdown - Passover Special With Shiela Holm https://t.co/oksc5uTqK6,RT @BlacklistRoom: FRIDAY NIGHT AND WE'RE BLACKLISTING,"RT @diorislat: April will be full of self love
April will be full of smiles
April will be full of dreams
April will be full of sunshine"
301,"RT @IZONEGLOBALTWT: 📸 [PHOTO] 210329 IZ*ONE official Instagram update with Monday Fairy Wonyoung

🔗 https://t.co/Lp4Qb31xK9

#IZONE #아이즈원 #…","RT @raikugan: ITS FRIDAY! So, my weekend commissions are open! I'm not putting a limit on how many I take this week. https://t.co/0wAMvGCEV…","RT @Standards4EU: Upcoming #1010webinar on 9 April at 10:00.
Join @MianLivia and Luc Van den Berghe about #standardization in #HorizonEurop…"
302,@RichardGrenell @DonaldJTrumpJr And it’s only Monday. https://t.co/TFS8uK7KYw,"Even being sick and feeling like crap right now, I can’t miss my Friday night favorite. #MacGyver",RT @thaboyjozu: It’s April but the only fool is me
303,NOW LIVE! You made it though Monday! Now come hang out with @KourtsideKing and @Phiask0 to get all the latest… https://t.co/gHnEcsXHqC,"HAPPY GOOD FRIDAY, #myhappyplace #kayaking https://t.co/gjQHiau53v",RT @zoolootoo: The real April fools are the friends we made along the way
304,"RT @yashar: NEWS

Ghislaine Maxwell was charged on Monday for the first time with sex-trafficking of a minor, as federal prosecutors accuse…","#AI #ML #Analytics #DataScience truth for your Friday: Little by little, makes a little a lot. https://t.co/PSeVDAkWdX",RT @ade4lahanmii: You will recieve money in this Month of APRIL don’t ignore 🤞🏽 https://t.co/wRm03m45Dy
305,RT @hkfp: A Hong Kong court refused bail on Monday to a former lawmaker who is accused along with dozens of other democrats of “conspiring…,"RT @KendrickLaMario: Had a great Friday with some chill folks :) 

Thanks for hanging \o/ https://t.co/4QFMEAhHRa",RT @mikro_kosmos_: since it’s april fools let me show u the best joke ive ever heard https://t.co/dopUqyTI4w
306,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"RT @Wnj_____: It’s Good Friday, did you write today? #WritingCommunity #writerslife #WritersCafe #writers #writerscommunity #amwriting #amq…","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
307,RT @NisaLocally: It's the last Monday of March and we are celebrating with a beer-utiful prize this #NisaMonday! RT+FOLLOW for your chance…,Industry Jokes – Resume Writer: Resumes should have headings. ‘The things an employer doesn’t see on a Friday night… https://t.co/zqjMrMu3tN,"#Russia / #Ukraine:

Military equipment seen on Train near the Train Station of Yesk, opposite side of Mariupol on… https://t.co/Dc33MadSn4"
308,RT @nytimes: The U.S. would generate enough clean electricity to power 10 million homes under a plan that the Biden administration announce…,#NoBadVibes | Riding out a friday.. more ... out. rides. out.. idk. I'm playing more outriders okay.… https://t.co/YLf6Bp4tPu,RT @sabaPIVOT: I heard you 👂🏾 April 5th save the date https://t.co/iOS6pOsnob
309,"Each Monday we will be highlighting a member of our team. 

Starting off our week:
Fr. Guard Bradley Hall!… https://t.co/01DebQJoxF",Happy Good Friday ❤️,"RT @PaddedPink: 2,000 follower giveaway!!!
First prize gets a $50 ABU gift code
Second prize gets a $30 ABU gift code

To enter:
1: Must be…"
310,new mha episode out and my Monday is made!,RT @DangeRussWilson: GOOD FRIDAY!!!,RT @bekaoliviaaa: April fools in lockdown this year... I guess I'm the biggest fool for not locking down your love. You can't spell quarant…
311,"RT @NYPDHateCrimes: Help identify the below individual wanted in connection to an assault. On Monday, March 29th at 11:40 AM, at 360 West 4…","ESO Friday - Getting that sweet, sweet XP during Jubiliee | !drops are on this weekend | News First https://t.co/Juop7IyT7G",RT @dearra: April baby 🔥 https://t.co/EwX97utG3l
312,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"RT @MTNPod: Happy Friday!  We made it!

On our latest episode, Pumped Up Jams, we bring @epic_lish aboard to discuss some songs that pump u…","RT @ProjectLincoln: On this April Fools Day, let’s remember what a joke the GOP has become."
313,"@Kensington_Tae srsly, cause frfr why you in Franklin mills on a Monday anyways?😂","RT @SportsCenter: Loyola Chicago's Porter Moser is in negotiations with Oklahoma to become the Sooners' next head basketball coach, sources…",ITS APRIL ! The best month out of the 12 baby 🥳
314,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"RT @LasVegasFreeze: 🔥🔥$1000 GIVEAWAY🔥🔥

$200 to 5 people who LIKE/RT/FOLLOW MYSELF &amp; @purewage5 

We do giveaways every single Friday to gi…",RT @jadizzle2: Idk about anyone else..but I’m about to touch so much money in April it ain’t even funny. All month long at that💸💸 https://t…
315,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"@berberwalker a fantastic way to spend my Friday afternoon, cannot wait to safely do this in person soon 💛💛",RT @haematiclove: i hope your April is as kind and beautiful as you are
316,"WHAT IT DEW! IT'S TIME FOR MONDAY NIGHT VMR! Let's rock and roll baby! Ready to start the week off right!

New Wres… https://t.co/31wJmOShAt","RT @MikeTheRawkstar: Friday's always got that hyped feeling going on, who else is ready to relax this weekend?! Chill with your awesome vib…","RT @Qldaah: ""David Littleproud is 2021's April Fool.""@StevenJMiles lambasting the feds over failure to engage with Qld in building a nation…"
317,"@najakss @SofieGostosa Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 p… https://t.co/kS7dONuezI",RT @JohnFugelsang: This Good Friday remember that if there was no Death Penalty Jesus might still be around.,RT @ifhymia: idk what april fools is i lie everyday
318,RT @diarrasylla: Cuz it’s Monday 🧡 https://t.co/JxF5NWKUdu,RT @nytpolitics: A post-mortem analysis of the 2020 election that was released on Friday shows that former President Donald J. Trump succee…,"RT @TerriIrwin: Beautiful baby Grace, first croc encounter...April Fool’s! https://t.co/LxmHVxKyH3"
319,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",The shorts got April Fool’s. We got Good Friday. Brilliant 💡 https://t.co/XfFkAjHX4j,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
320,"RT @nytimes: President Biden urged states to reimpose mask mandates, hours after the CDC director said she felt “impending doom” about a po…","RT @VaticanNews: Today marks the 16th anniversary of the death of Saint John Paul II. As it is also Good Friday, we remember him praying in…",@trains_are_good Nice April Fools almost got me
321,"RT @Roshan_Rinaldi: On Monday, in an unscheduled visit, President Biden and first lady Dr. Jill Biden went to the Vietnam Veterans Memorial…",RT @FOX8NOLA: New Orleans East Hospital offering free fish plate with COVID vaccine on Good Friday https://t.co/uPHIZuvQag,RT @MayWardArticle: Cinemark welcomes Filipino movies back in Cinema! Princess Dayareese on limited theatrical screening starting April 16.…
322,"https://t.co/eOmo3oR1Mb

Salvage teams on Monday finally freed the colossal container ship stuck for nearly a week… https://t.co/iE5xg1XlIc","RT @DNPthree: Like this tweet for $100 - winner chosen in 70 minutes at start of stream.

Stream starts at 9:00PM EST. 

Happy Friday","RT @laliaristo: Happy #indieApril #writingCommunity! 💚💫

Check out the 45th #book review of Her Name is Murder by the fabulous @Blink_Drive…"
323,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…","RT @RichardGrenell: It’s Friday and hope is lost....

Death seems to have won,
Judas has betrayed Him,
His best friend denied Him,
His moth…",RAID feat. my very funny april fools joke stay tuned https://t.co/0i6YQKn16y
324,"RT @GaryHershorn: Sunset across the westside of Manhattan in New York City, Monday evening #newyork #newyorkcity #nyc #sunset @agreatbigcit…",Happy Good Friday 😬 https://t.co/itTJ1UgdK2,RT @cinnamonpepsi: as for whether this is an april fools joke? https://t.co/xmlJYa1U5f
325,"RT @jilevin: 911 dispatcher testifies officers pinned down George Floyd for so long she thought her video feed had frozen: ""My instincts we…","From the field to your delivery site, our drivers always have safety and efficiency first.

Santiago shows us how i… https://t.co/HW1cPJupyY","RT @fakesizonedani: Kkura said on mail that Nako keot going Ummmmm next to her so she asked what she was thinking sbout

And Nako replied s…"
326,RT @1027KIISFM: Happy #KIISMerchMonday 🤩 We are giving you the chance to win a @JacksonWang852 Merch Pack! Celebrating his new single #Leav…,@AnAllways Happy Friday to you!,"RT @TheAnimatedBat: Alfred: ""Rough night of crime fighting, sir""

Bruce: ""Very.""

Alfred: ""Well, you'll be happy to know I've drawn you a b…"
327,"RT @mosmxo_: It’s Monday, get up and do something you’ll be proud of :)","RT @IAM_ZNae: We delight in the beauty of the butterfly, but rarely admit the changes it has gone through to achieve that beauty. - Maya An…",RT @Yaoyaobae: happy april fools 🙈 #twst https://t.co/85R5ZeLgYS
328,RT @twistybonce: Good Morning 🤗☕💗. Happy Monday! What a wonderful face to start the week 😍 #daughterpic #mondaythoughts #nature #NaturePhot…,"RT @TheGrimsy: 🎁SURPRISE Giveaway🎁

✨Like &amp; Retweet to enter
✨Winner Friday at 10pm CST
✨Imagine not seeing this

#ApexLegends @PlayApex ht…","My life may be an april fools joke, but this stream isn't, COME WATCH https://t.co/YBRwuY8B4u"
329,@marisharaygun I look forward to your videos every Monday. Great recaps.,1 week down.. I turn 25 next Friday fml lol,"RT @MISSDIORJISOO: April 2- April 23- March 19 is probably her longest inactivity, we'll get through this sooyas 😥"
330,The woman on the bed is unbothered. This is a normal Monday. https://t.co/QDpTSgiXcz,Happy Friday! Thanks for being a part of my week! Have a great weekend everyone! #RuckusMaker #AmericanRuckus,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
331,"if anyone is curious as to how this week is going, the last thing i googled was 'pareve energy drinks' and it's only monday","RT @NagalieArt: Hi MCYT twitter, this Friday I'm ab to post a #technoblade animation : ) #technobladefanart #technofanart #dreamsmp #dreams…","Anyway I had my fun, April fools"
332,"RT @ygofficialblink: Catch #ROSÉ on @kellyclarksontv on Monday! 

#BLACKPINK #블랙핑크 #로제 #R #OnTheGround #YG #kellyclarksonshow https://t.co/…","RT @Thepakeeza: Happy Friday.🥰😍😍😊 
📹 Baby Lovers // Facebook https://t.co/lFu9DjLabT",RT @jahnellll: Terrible April Fools joke. I been yelling “COPY” for 25 minutes. I had to call maintenance and everything. https://t.co/ORXp…
333,"RT @poppymcp: ‘Thai authorities on Monday denied forcing back... refugees who had fled air strikes in Myanmar, but a local official said it…","RT @Franklin_Graham: If we trust Him by faith and repent of our sins, God will forgive us, heal our hearts, and give us a new life with Him…",hoping she left me on read as an April fools prank 😅
334,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"When I explained to my son the other day that Good Friday was the day Jesus died, he was like 🤔. https://t.co/mQx3nOfVXI",RT @charts_k: 'Film Out' (@BTS_twt) debuts at #1 on iTunes Japan! 🇯🇵
335,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…","Newest HxH first reaction video up! Go check it out! 
#hunterxhunter #hxh #gon #anime #reaction #youtube

https://t.co/U6Nioy32Qw","RT @Hyundai_Global: The exclusive #BehindtheScenes of #HyundaixBTS is coming to you on April 2nd, on Channel Hyundai. We’ve been collaborat…"
336,"RT @RickSteves: I’m all ready for our Monday Night Travel Easter celebration — and I’m excited to see you soon! 

If you haven’t registered…",Friday 04/02/21 (DRAW NUMBER: 120350) 4,@liljarviss I know it is April fools lmaoo
337,Monday. Mugshot. https://t.co/UkCZl3vbXN,RT @ANTICONQUISTA: Free Palestine Friday 🇵🇸✊🏼 https://t.co/YlvqoiSmza,"RT @ProjectLincoln: On this April Fools Day, let’s remember what a joke the GOP has become."
338,"@moviestarluke @SofieGostosa Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged… https://t.co/gzbSweO512","Another Friday! It's April 02, 2021 at 04:59PM Visit Chamchans to watch Kdramas",@Trib3cho April fools my nigga
339,"RT @musicandthemind: Happy #Monday! 🙃 

LIVELab is conducting a small survey about students &amp; their #music listening habits. We would love…","RT @Saintsuponly98: Good morning Sup Sup ❤️
Happy Friday💋😘💋😘
#อรุณสวัสดิ์เซ้นต์ซุป
#Saint_sup @Saint_sup https://t.co/1na35PO8UL",@dippedinpoison April 1? That's my birthday too! Happy Birthday!
340,It’s Monday and I am not at work https://t.co/3fjvJPkfQu,RT @GordonRamsay: Friday vibes https://t.co/R7KaQo4LNx,RT @ironpinky: T B T Smashy smashy. 25% off print sale still going on! Event ends April 7th. Head to https://t.co/4FUGmIrM14 🙌❤️ #smashbros…
341,"RT @cshepard_ENT: U.S. Sen. Ed Markey visited Brockton on Monday and toured the city's COVID-19 vaccination clinic at the Shaw's Center. ""T…",Happy Good Friday ladies and gents! Don’t forget he came back!,I personally don’t think anyone needs any more fools April or not thank you goodnight.
342,"@garrett_ftw2 happy monday, bella! boh and i love you 🥰🤩😘💞","RT @werupz: ARTIST SUPPORT/SHARE! you know is FRIDAY TIME!
Also hit 4,1K so thanks so much! 
RULES 👹👹
Introduce yourself and share your ama…",@LilNasX it's 1 april right?
343,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,RT @MrAndyNgo: The man responsible for the deadly Good Friday Capitol Hill attack was a devout follower of Louis Farrakhan &amp; the black nati…,RT @minjimouse_art: Look what I found buried in my WIP folder! Does anyone still remember this Rust fit.....? 😅 Forgot to post it then and…
344,"Just finished buying some curbside flower seed packets to help spread some cheer among my colleagues in the industry. 
How was your Monday?",it's bandcamp friday and we forgot to share on twitter that we've got a new tote up as well as stock of vinyl and c… https://t.co/ep7kIEVNjz,"RT @HuobiGlobal: 💰 $8,800 GIVEAWAY!

Huobi #April Fools Airdrop!

Follow:
🔹 @DujunX
🔹 @HuobiTech
🔹 @HuobiGlobal
🔹 @CiaraHuobi

Retweet this…"
